OPERATION_ID,TYPE,USER_ID,PRODUCTION,CONSUME,CONSUME_OTHERS,USER_VOLUME,USER_DENSITY,USER_ROLE,FILE_ID,FILE_SIZE,TOPIC_ID,TOPIC_VOLUME,TOPIC_DENSITY,TOPIC_ROLE
1,UPLOAD,43114731,0.011119759813188036,0.0,0.23351495607694875,1764,9.966666668653488,Gamma,100,4,17,5167328,47838.2333265692,Alpha
2,DOWNLOAD,1405534545,0.0,0.022239519626376072,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
2,DOWNLOAD,1405534545,0.0,0.022239519626376072,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
3,DOWNLOAD,640881322,0.0,0.011119759813188036,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
4,DOWNLOAD,1416963334,0.0,0.011119759813188036,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
5,DOWNLOAD,2189419908,0.0,0.033359279439564106,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
5,DOWNLOAD,2189419908,0.0,0.033359279439564106,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
5,DOWNLOAD,2189419908,0.0,0.033359279439564106,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
6,DOWNLOAD,1664876423,0.0,0.011119759813188036,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
7,DOWNLOAD,242461431,0.0,0.011119759813188036,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
8,DOWNLOAD,2154517987,0.0,0.011119759813188036,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
9,DOWNLOAD,8009487,0.0,0.011119759813188036,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
10,DOWNLOAD,1286978309,0.0,0.011119759813188036,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
11,DOWNLOAD,1253966502,0.0,0.011119759813188036,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
12,DOWNLOAD,1115502027,0.0,0.011119759813188036,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
13,DOWNLOAD,333539626,0.0,0.011119759813188036,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
14,DOWNLOAD,655536053,0.0,0.011119759813188036,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
15,DOWNLOAD,342403943,0.0,0.011119759813188036,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
16,DOWNLOAD,185066047,0.0,0.011119759813188036,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
17,DOWNLOAD,20876528,0.0,0.011119759813188036,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
18,DOWNLOAD,18226038,0.0,0.011119759813188036,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
19,DOWNLOAD,1261596877,0.0,0.011119759813188036,0.0,0,0.0,,100,4,17,5167328,47838.2333265692,Alpha
20,UPLOAD,3416684,0.011119759813188036,0.0,0.3780718336483932,4624,28.849999830126762,Gamma,21,4,17,5167328,47838.2333265692,Alpha
21,DOWNLOAD,2094237957,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
22,DOWNLOAD,2679047540,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
23,DOWNLOAD,1673501618,0.0,0.055598799065940174,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
23,DOWNLOAD,1673501618,0.0,0.055598799065940174,0.0,0,0.0,,60,3,19,264872,7873.866634622215,Gamma
23,DOWNLOAD,1673501618,0.0,0.055598799065940174,0.0,0,0.0,,60,3,19,264872,7873.866634622215,Gamma
23,DOWNLOAD,1673501618,0.0,0.055598799065940174,0.0,0,0.0,,60,3,19,264872,7873.866634622215,Gamma
23,DOWNLOAD,1673501618,0.0,0.055598799065940174,0.0,0,0.0,,8,5,2,7498850,46620.73329891264,Alpha
24,DOWNLOAD,2047663372,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
25,DOWNLOAD,1073379669,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
26,DOWNLOAD,1984762017,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
27,DOWNLOAD,280293562,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
28,DOWNLOAD,2581410219,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
29,DOWNLOAD,1470663024,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
30,DOWNLOAD,2037261054,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
31,DOWNLOAD,1389581047,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
32,DOWNLOAD,2330238036,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
33,DOWNLOAD,1472401796,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
34,DOWNLOAD,2239805011,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
35,DOWNLOAD,1929241253,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
36,DOWNLOAD,233703608,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
37,DOWNLOAD,213906252,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
38,DOWNLOAD,2310623879,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
39,DOWNLOAD,1368587648,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
40,DOWNLOAD,27113807,0.0,0.022239519626376072,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
40,DOWNLOAD,27113807,0.0,0.022239519626376072,0.0,0,0.0,,107,3,22,3072,29.583333134651184,Gamma
41,DOWNLOAD,1101919023,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
42,DOWNLOAD,1992274679,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
43,DOWNLOAD,38734184,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
44,DOWNLOAD,192107995,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
45,DOWNLOAD,456151841,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
46,DOWNLOAD,2846004559,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
47,DOWNLOAD,2720154900,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
48,DOWNLOAD,1478340277,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
49,DOWNLOAD,2272319845,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
50,DOWNLOAD,1789091416,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
51,DOWNLOAD,1535120715,0.0,0.011119759813188036,0.0,0,0.0,,21,4,17,5167328,47838.2333265692,Alpha
